claim_id,bangla_claim,gold_evidence_ids,bge_hit@10,labse_hit@10,bge_top10,labse_top10
C0694,"আমি শুনেছি যে রমজানের রোজা যদি কেউ রাখতে না পারে, তবে সে শাবান মাসে তা পূরণ করতে পারবে। এটি রাসূলুল্লাহ (সা.) এর একটি নির্দেশ।","['muslim_2687', 'bukhari_1950', 'muslim_2721', 'muslim_6009', 'muslim_716']",True,False,"['bukhari_38', 'bukhari_556', 'bukhari_1950', 'bukhari_3569', 'bukhari_1909', 'muslim_1128', 'bukhari_37', 'bukhari_2001', 'bukhari_2013', 'bukhari_1892']","['bukhari_1969', 'bukhari_556', 'bukhari_4501', 'bukhari_2000', 'bukhari_5054', 'bukhari_1983', 'muslim_1356', 'bukhari_1662', 'bukhari_5769', 'bukhari_935']"
C0717,"আমি শুনেছি, সাহাবীরা রাসূলুল্লাহ (সা.) এবং আবু বকর ও উমরের সময়ে গম, বার্লি এবং খেজুরের জন্য ঋণ দিতেন, এমন কিছু লোকের কাছে যাদের সম্পর্কে তাদের জানা ছিল না। ابن أبزى ও একই কথা বলেছেন।","['bukhari_2242', 'bukhari_2243', 'muslim_7559', 'bukhari_2244', 'muslim_3415']",False,True,"['bukhari_6441', 'bukhari_6470', 'muslim_1011', 'bukhari_2200', 'bukhari_2068', 'bukhari_7164', 'bukhari_2251', 'muslim_1721', 'bukhari_2104', 'bukhari_2404']","['bukhari_2243', 'bukhari_2242', 'bukhari_5601', 'bukhari_2254', 'bukhari_2255', 'bukhari_3460', 'bukhari_2244', 'muslim_795', 'bukhari_2343', 'bukhari_2344']"
C0756,"আমি শুনেছি যে, الرحمان এর কথা সুলাইমান বিন বেলাল এর একটি বর্ণনার মতো।","['muslim_2013', 'muslim_6090', 'muslim_3759', 'muslim_2099', 'muslim_6232']",True,False,"['bukhari_5944.2', 'muslim_4045', 'muslim_6232', 'bukhari_2493', 'muslim_6299', 'muslim_6140', 'muslim_3297', 'muslim_7095', 'muslim_5335', 'muslim_5900']","['muslim_812', 'bukhari_6498', 'bukhari_894', 'bukhari_1528', 'bukhari_6044', 'bukhari_3947', 'muslim_3907', 'bukhari_2858', 'muslim_6140', 'muslim_2469']"
C0757,"মঘিরা বিন শোবা বলেছেন যে, তিনি মাওয়া থেকে শুনেছেন, রাসূলুল্লাহ (সা.) সালাম দেওয়ার সময় বলেছেন যে, আল্লাহ সব কিছুর উপর ক্ষমতাশীল।","['muslim_1340', 'muslim_1338', 'bukhari_6330', 'bukhari_6615', 'bukhari_6473']",False,True,"['muslim_2695', 'bukhari_1145', 'bukhari_4812', 'bukhari_5222', 'bukhari_3228', 'bukhari_6405', 'muslim_382', 'muslim_1342', 'bukhari_4559', 'muslim_1015']","['muslim_6996', 'muslim_913', 'bukhari_765', 'muslim_4952', 'muslim_3441', 'bukhari_5645', 'muslim_5994', 'bukhari_5585', 'bukhari_6330', 'muslim_3110']"
C0762,"হজ্জাজ বিন ইউসুফ একবার আব্দুল্লাহকে জিজ্ঞেস করেছিলেন, আরাফার দিন কীভাবে নামাজ পড়তে হয়। আব্দুল্লাহ বলেছিলেন, তারা সাধারণত যোহর ও আসরের নামাজ একত্রে পড়তেন। সালেম বললেন, এটা তো রাসূলুল্লাহ (সা.)-এর سنت।","['bukhari_1662', 'bukhari_3665', 'muslim_2747', 'bukhari_1660', 'muslim_2636']",False,True,"['bukhari_560', 'bukhari_1068', 'bukhari_891', 'bukhari_565', 'bukhari_577', 'bukhari_618', 'bukhari_1658', 'bukhari_778', 'bukhari_6310', 'bukhari_759']","['bukhari_1662', 'bukhari_1984', 'bukhari_179', 'bukhari_157', 'bukhari_957', 'bukhari_358', 'bukhari_1106', 'bukhari_214', 'bukhari_2025', 'bukhari_645']"
C0789,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন যে, আড়াইয়ের ফল বিক্রি করা যেতে পারে তাদের পরিমাণ অনুযায়ী।","['muslim_3884', 'bukhari_2192', 'muslim_3876', 'muslim_3886', 'bukhari_2380']",True,False,"['bukhari_2190', 'bukhari_2188', 'bukhari_2380', 'bukhari_2329', 'bukhari_2716', 'bukhari_2087', 'bukhari_2206', 'bukhari_2204', 'muslim_1529', 'bukhari_2192']","['bukhari_5447', 'bukhari_2535', 'bukhari_3460', 'bukhari_2379', 'muslim_6996', 'muslim_4016', 'muslim_2816', 'bukhari_1540', 'muslim_913', 'bukhari_1384']"
C0804,"নবী মুহাম্মদ (সা.) বলেছেন যে, ঈদুল ফিতর এবং ঈদুল আযহার দিনে রোজা রাখা নিষেধ।","['muslim_2672', 'muslim_2673', 'muslim_2676', 'muslim_2747', 'muslim_2674']",False,True,"['muslim_1140', 'bukhari_1991', 'bukhari_1992', 'bukhari_1914', 'bukhari_1629', 'bukhari_1892', 'muslim_1128', 'bukhari_7242', 'bukhari_6706', 'bukhari_5516']","['bukhari_1994', 'bukhari_585', 'bukhari_1088', 'bukhari_4215', 'bukhari_1984', 'bukhari_1990', 'muslim_2672', 'bukhari_1971', 'bukhari_2006', 'bukhari_4217']"
C0828,"নবী মুহাম্মদ (সা.) বলেছেন, আমরা কিয়ামতের দিন শেষ জাতি, যাদের আগে অন্যরা কিতাব পেয়েছিল। আল্লাহ আমাদেরকে সেই দিন সঠিক পথ দেখিয়েছেন, যা অন্যরা বিভ্রান্ত হয়েছিল।","['muslim_1980', 'muslim_1978', 'bukhari_896', 'bukhari_897', 'muslim_1981']",False,True,"['bukhari_6624', 'bukhari_238', 'bukhari_3487', 'bukhari_3486', 'bukhari_876', 'bukhari_7037', 'bukhari_7036', 'bukhari_3640', 'bukhari_7496', 'bukhari_7495']","['bukhari_876', 'bukhari_897', 'bukhari_896', 'bukhari_3486', 'bukhari_3487', 'muslim_1980', 'muslim_1982', 'muslim_1978', 'bukhari_45', 'bukhari_5027']"
C0832,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) অসুস্থ অবস্থায় যখন অচেতন হয়ে পড়লেন, তখন তিনি জ্ঞান ফিরে পেয়ে বললেন, ""নামাজের সময় হয়েছে?"" এবং বললেন, ""বিলালকে বলো আযান দিতে এবং আবু বকরকে বলো মানুষের নামাজ পড়াতে।"" এরপর তিনি আবার অচেতন হয়ে গেলেন।","['muslim_941', 'muslim_940', 'muslim_936', 'muslim_949', 'bukhari_678']",False,True,"['bukhari_5016', 'bukhari_212', 'bukhari_7309', 'bukhari_688', 'bukhari_1153', 'bukhari_640', 'bukhari_1232', 'bukhari_703', 'bukhari_1672', 'bukhari_213']","['bukhari_1201', 'muslim_653', 'bukhari_945', 'bukhari_7250', 'bukhari_641', 'bukhari_560', 'bukhari_6823', 'bukhari_1228', 'bukhari_678', 'bukhari_3566']"
C0850,"নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি তার সম্পত্তির জন্য লড়াই করে এবং মারা যায়, সে শহীদ।","['bukhari_2480', 'muslim_4941', 'muslim_361', 'muslim_7422', 'muslim_4387']",True,False,"['bukhari_2480', 'bukhari_6763', 'muslim_1910', 'bukhari_2398', 'bukhari_5733', 'bukhari_3126', 'bukhari_5353', 'bukhari_721', 'bukhari_720', 'bukhari_7458']","['bukhari_552', 'bukhari_2787', 'muslim_5921', 'bukhari_2403', 'bukhari_123', 'bukhari_3123', 'bukhari_1400', 'bukhari_1399', 'bukhari_1952', 'bukhari_2810']"
C0865,"আমি শুনেছি যে, একজন ব্যক্তি বলেছিলেন যে তিনি নামাজ পড়ছেন, কিন্তু তার উদ্দেশ্য ছিল আপনাদেরকে দেখানো যে তিনি কিভাবে রাসূলুল্লাহ (সা.)-কে নামাজ পড়তে দেখেছেন। তিনি প্রথম রাকাতে সেজদা শেষ করার পর মাথা উঁচু করেছিলেন।","['bukhari_677', 'bukhari_824', 'muslim_1060', 'muslim_2091', 'muslim_3690']",False,True,"['bukhari_799', 'bukhari_735', 'bukhari_5616', 'bukhari_4559', 'bukhari_6670', 'bukhari_753', 'bukhari_736', 'bukhari_825', 'muslim_772', 'bukhari_738']","['bukhari_824', 'bukhari_5615', 'bukhari_677', 'muslim_2816', 'muslim_1748', 'bukhari_450', 'bukhari_1097', 'bukhari_4952', 'bukhari_1223', 'bukhari_1536']"
C0893,"নবী মুহাম্মদ (সা.) তাঁর স্ত্রীকে বলেছেন যে, তিনি যখন ইহরাম বাঁধবেন এবং কাবা তাওয়াফ করার আগে কিছু নির্দেশনা দেবেন।","['muslim_2824', 'muslim_2831', 'muslim_2825', 'muslim_2826', 'bukhari_1754']",False,True,"['bukhari_4398', 'bukhari_1539', 'bukhari_7160', 'bukhari_293', 'bukhari_1755', 'muslim_1475', 'bukhari_5258', 'bukhari_1731', 'bukhari_5192', 'bukhari_5251']","['bukhari_4908', 'bukhari_1860', 'bukhari_5251', 'muslim_2824', 'bukhari_1811', 'bukhari_837', 'bukhari_5332', 'bukhari_1626', 'muslim_3654', 'bukhari_1624']"
C0912,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, তিনি মসজিদের কিবলার দিকে থুথু দেখতে পেয়েছিলেন। তিনি এ সম্পর্কে আলোচনা করেছেন যে, এটি মালিকের কথার সাথে সম্পর্কিত।","['muslim_1224', 'muslim_1225', 'bukhari_407', 'muslim_1228', 'bukhari_753']",True,False,"['bukhari_405', 'bukhari_6272', 'bukhari_407', 'bukhari_417', 'bukhari_1621', 'bukhari_7128', 'bukhari_753', 'bukhari_2467', 'bukhari_3597', 'bukhari_3734']","['muslim_3282', 'bukhari_1390.2', 'bukhari_498', 'bukhari_2231', 'bukhari_2603', 'muslim_4318', 'muslim_1417', 'muslim_3818', 'muslim_1616', 'muslim_4016']"
C0932,"আবু হুরায়রা (রা) বলেছেন, আমরা রাসূলুল্লাহ (সা) এর নামাযের সময় দাঁড়ানোর সময় পরিমাপ করতাম। তিনি যোহরের প্রথম দুই রাকাতে প্রায় ত্রিশ আয়াতের সমান দাঁড়াতেন এবং পরের দুই রাকাতে তার অর্ধেক সময় দাঁড়াতেন।","['muslim_1014', 'muslim_1015', 'bukhari_776', 'muslim_1013', 'muslim_1012']",False,True,"['bukhari_994', 'bukhari_1123', 'bukhari_1921', 'bukhari_6310', 'bukhari_792', 'bukhari_1080', 'bukhari_1225', 'bukhari_1134', 'bukhari_778', 'bukhari_845']","['bukhari_778', 'bukhari_759', 'bukhari_830', 'bukhari_776', 'bukhari_1227', 'bukhari_626', 'bukhari_995', 'bukhari_541', 'bukhari_1616', 'bukhari_1224']"
C0949,"নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম যখন শৌচাগার থেকে বের হতেন, তখন তিনি বলতেন, ""হে আল্লাহ, আমি তোমার কাছে ক্ষমা চাই।""","['muslim_614', 'muslim_329', 'bukhari_6322', 'bukhari_142', 'muslim_4665']",False,True,"['muslim_591', 'bukhari_6374', 'bukhari_794', 'muslim_483', 'bukhari_4293', 'bukhari_6307', 'bukhari_6367', 'bukhari_2823', 'bukhari_6339', 'bukhari_7477']","['bukhari_794', 'muslim_591', 'bukhari_3749', 'bukhari_6322', 'bukhari_445', 'bukhari_142', 'muslim_913', 'bukhari_4967', 'bukhari_4647', 'bukhari_424']"
C0960,"মোশাররফ আল্লাহর কাছে জিজ্ঞেস করেছিলেন, জান্নাতে সবচেয়ে কম ভাগ্যবান মানুষটি কে।","['muslim_3082', 'muslim_6228', 'muslim_7163', 'muslim_466', 'muslim_4922']",False,True,"['muslim_188', 'bukhari_6557', 'bukhari_99', 'bukhari_6570', 'muslim_187', 'bukhari_6555', 'bukhari_7289', 'bukhari_3334', 'bukhari_6562', 'bukhari_1476']","['muslim_4922', 'bukhari_6034', 'bukhari_2817', 'bukhari_5812', 'muslim_5459', 'bukhari_1339', 'muslim_4919', 'bukhari_5234', 'muslim_4886', 'bukhari_2603']"
C0965,"আমি শুনেছি যে আব্বাস বলেছেন, যে কেউ ইচ্ছাকৃতভাবে একজন মুমিনকে হত্যা করে, তারপর যদি সে তওবা করে এবং সৎ কাজ করে, তাহলে তার তওবা গ্রহণ হবে কি না, এ বিষয়ে তিনি বলেছেন, আমি নবীকে বলতে শুনেছি যে, হত্যাকারীকে হত্যা করা ব্যক্তির রক্তে ভরা অবস্থায় আল্লাহর কাছে আসতে হবে এবং আল্লাহ তাকে জিজ্ঞেস করবেন কেন সে তাকে হত্যা করেছে।","['muslim_7544', 'muslim_7541', 'bukhari_4765', 'muslim_463', 'muslim_4431']",False,True,"['bukhari_4590', 'bukhari_4766', 'bukhari_5546', 'bukhari_31', 'bukhari_6044', 'muslim_1853', 'muslim_653', 'bukhari_71', 'muslim_4792', 'bukhari_48']","['bukhari_4871', 'bukhari_4765', 'bukhari_292', 'muslim_4982', 'muslim_2389', 'bukhari_4745', 'muslim_3664', 'muslim_4793', 'bukhari_7507', 'bukhari_6875']"
C0999,"নবী মুহাম্মদ (সা.) বলেছেন যে, তিনি যখন ক্ষুধার্ত থাকতেন, তখন তিনি মাটিতে শুয়ে থাকতেন এবং অন্যদের কাছে খাবারের জন্য অনুরোধ করতেন। তিনি বলেন, জাফর বিন আবি তালিব ছিলেন গরীবদের জন্য সবচেয়ে ভালো মানুষ, যিনি তাদের খাবার দিতেন, এমনকি কখনও কখনও খালি পাত্রও নিয়ে আসতেন, যাতে তারা তা থেকে কিছু খেতে পারে।","['bukhari_5432', 'bukhari_3708', 'muslim_3336', 'muslim_4043', 'muslim_1258']",False,True,"['bukhari_252', 'muslim_1028', 'bukhari_1130', 'bukhari_491', 'bukhari_1764', 'bukhari_1160', 'bukhari_541', 'bukhari_1476', 'bukhari_288', 'bukhari_5356']","['bukhari_3480', 'bukhari_5432', 'bukhari_1476', 'bukhari_2298', 'bukhari_5371', 'bukhari_2576', 'muslim_6765', 'muslim_2610', 'bukhari_689', 'muslim_703']"
C1001,"একজন ব্যক্তি নবী মুহাম্মদ (সা.)-এর কাছে এসে বললেন যে তিনি খুব ক্লান্ত। নবী (সা.) তাঁর স্ত্রীদের কাছে খাবারের জন্য পাঠালেন, কিন্তু সবাই বললেন যে তাদের কাছে শুধু পানি আছে। এরপর একজন আনসার ব্যক্তি বললেন যে তিনি অতিথিকে রাতের খাবার দেবেন এবং তাঁর স্ত্রীকে বললেন যে শিশুদের খাবার দিয়ে অতিথিকে দেখাতে হবে যেন মনে হয় তারা খাচ্ছে। পরদিন নবী (সা.) বললেন যে আল্লাহ তাঁদের এই কাজ দেখে খুব খুশি হয়েছেন।","['muslim_5359', 'bukhari_4889', 'muslim_5362', 'muslim_885', 'muslim_4622']",False,True,"['bukhari_670', 'bukhari_3575', 'bukhari_5616', 'bukhari_2081', 'bukhari_1179', 'muslim_2569', 'bukhari_380', 'bukhari_6080', 'muslim_767', 'bukhari_3572']","['bukhari_4889', 'bukhari_2081', 'bukhari_1915', 'bukhari_5613', 'muslim_305', 'bukhari_5461', 'bukhari_2466', 'bukhari_1179', 'bukhari_6822', 'bukhari_4199']"
C1003,"রাসুলুল্লাহ (সা.) বলেছেন, আল্লাহ আমাদের জন্য শুক্রবারকে নির্ধারণ করেছেন, যখন পূর্ববর্তী জাতিগুলো শনিবার এবং রবিবার পালন করত। তিনি আমাদেরকে শুক্রবারের হেদায়েত দিয়েছেন এবং কিয়ামতের দিন আমরা তাদের অনুসারী হব।","['muslim_1982', 'muslim_1980', 'muslim_7054', 'muslim_1978', 'muslim_7015']",False,True,"['bukhari_3487', 'bukhari_3486', 'bukhari_876', 'muslim_2278', 'bukhari_7516', 'bukhari_6400', 'bukhari_238', 'bukhari_6624', 'bukhari_7036', 'bukhari_7037']","['bukhari_876', 'bukhari_3486', 'bukhari_3487', 'bukhari_897', 'bukhari_896', 'muslim_1978', 'muslim_1980', 'muslim_1982', 'bukhari_2349', 'bukhari_941']"
C1015,নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম একজন মৃত ব্যক্তির জন্য দাফনের পর নামাজ পড়েছিলেন।,"['muslim_2211', 'muslim_7418', 'bukhari_1340', 'muslim_3728', 'muslim_7502']",True,False,"['bukhari_1340', 'bukhari_332', 'bukhari_4085', 'bukhari_1331', 'bukhari_2295', 'bukhari_3881', 'bukhari_1321', 'bukhari_3879', 'bukhari_1245', 'bukhari_1334']","['bukhari_3877', 'bukhari_957', 'bukhari_643', 'bukhari_689', 'bukhari_925', 'bukhari_1225', 'bukhari_1247', 'bukhari_1245', 'bukhari_5546', 'bukhari_4672']"
C1032,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) তিনটি কথা বলেছিলেন বনী তামিম সম্পর্কে।","['muslim_6452', 'muslim_6451', 'muslim_6453', 'bukhari_4366', 'bukhari_2543']",True,False,"['bukhari_2858', 'bukhari_2333', 'bukhari_254', 'bukhari_156', 'bukhari_5494', 'muslim_2182', 'bukhari_1815', 'bukhari_2227', 'bukhari_4366', 'muslim_3299']","['muslim_7384', 'bukhari_2858', 'muslim_4406', 'muslim_5694', 'bukhari_7222', 'bukhari_7223', 'bukhari_5910', 'bukhari_764', 'muslim_6140', 'muslim_4696']"
C1057,"আমি মসজিদে বসে ছিলাম, তখন একজন ব্যক্তি প্রবেশ করলেন যাঁর মুখে গভীর বিনয় ছিল। সবাই বলল, ""এটি জান্নাতের একজন মানুষ।"" তিনি দুই রাকাত নামাজ পড়ে বেরিয়ে গেলেন। আমি তাঁর পেছনে গিয়ে বললাম, ""আপনি যখন মসজিদে প্রবেশ করলেন, তখন সবাই বলল আপনি জান্নাতের মানুষ।"" তিনি বললেন, ""কেউ এমন কথা বলা উচিত নয় যা সে জানে না। আমি নবী মুহাম্মদ (সা.)-এর সময় একটি স্বপ্ন দেখেছিলাম এবং সেটি তাঁকে বলেছিলাম।""","['muslim_6381', 'bukhari_3813', 'bukhari_7014', 'muslim_6382', 'muslim_6383']",False,True,"['bukhari_3679', 'bukhari_1167', 'bukhari_7024', 'bukhari_444', 'bukhari_931', 'bukhari_3192', 'bukhari_3691', 'bukhari_5982', 'bukhari_7424', 'muslim_712']","['muslim_1930', 'bukhari_3693', 'muslim_6383', 'bukhari_3742', 'bukhari_397', 'muslim_6214', 'bukhari_3865', 'bukhari_3674', 'muslim_7521', 'bukhari_3522']"
C1064,আমি শুনেছি যে নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম নামাজের শেষের দিকে দুইটি সিজদা করেছেন এবং তারপর সালাম ফিরিয়েছেন।,"['muslim_1271', 'muslim_1270', 'bukhari_6670', 'muslim_1269', 'bukhari_1225']",False,True,"['bukhari_715', 'muslim_591', 'bukhari_1083', 'bukhari_7250', 'bukhari_1170', 'bukhari_619', 'bukhari_627', 'bukhari_626', 'bukhari_1051', 'bukhari_6310']","['bukhari_1225', 'bukhari_4952', 'bukhari_2951', 'bukhari_767', 'bukhari_1227', 'bukhari_2394', 'bukhari_830', 'muslim_4318', 'bukhari_995', 'bukhari_576']"
C1066,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, আশুরার দিনে কিছু লোক সিয়াম পালন করতেন, তাই যিনি চান তিনি সিয়াম পালন করতে পারেন এবং যিনি চান তিনি তা ত্যাগ করতে পারেন।","['muslim_2647', 'muslim_2642', 'muslim_2637', 'muslim_2638', 'bukhari_2002']",False,True,"['bukhari_2000', 'bukhari_2001', 'bukhari_7265', 'bukhari_2005', 'bukhari_2007', 'bukhari_1923', 'bukhari_1892', 'bukhari_2003', 'bukhari_1924', 'muslim_1241']","['bukhari_2001', 'bukhari_1893', 'bukhari_4501', 'muslim_2642', 'bukhari_2000', 'bukhari_1924', 'bukhari_1592', 'bukhari_2007', 'bukhari_6669', 'bukhari_2002']"
C1071,"রাসূলুল্লাহ (সা.) একবার খুতবা দিচ্ছিলেন, তখন একজন এসে বললেন, ""হে রাসূল, আমাদের সম্পদ শেষ হয়ে যাচ্ছে এবং পথ বন্ধ হয়ে গেছে, আল্লাহর কাছে দোয়া করুন আমাদের সাহায্য করুন।"" রাসূল (সা.) তিনবার আল্লাহর কাছে দোয়া করলেন এবং তারপর আকাশ থেকে মেঘ এসে বৃষ্টি পড়ল। পরে, আবার একই ব্যক্তি এসে একই সমস্যার কথা বললে, রাসূল (সা.) আল্লাহর কাছে দোয়া করলেন যেন বৃষ্টি আমাদের উপর না পড়ে, এবং এরপর আমরা রোদে হাঁটতে পারলাম।","['muslim_2078', 'bukhari_1014', 'bukhari_1013', 'bukhari_1017', 'bukhari_1019']",False,True,"['muslim_898', 'bukhari_1016', 'bukhari_1145', 'bukhari_1012', 'bukhari_669', 'bukhari_6343', 'bukhari_7250', 'bukhari_1023', 'bukhari_1010', 'bukhari_7494']","['bukhari_1015', 'bukhari_6342', 'bukhari_3582', 'bukhari_2571', 'bukhari_275', 'bukhari_1013', 'bukhari_1021', 'bukhari_732', 'bukhari_6010', 'bukhari_6093']"
C1073,"জরীর বলেছেন, তিনি তার ঘরে মেয়েদের সাথে খেলছিলেন।","['muslim_6288', 'bukhari_6130', 'muslim_7063', 'muslim_6629', 'muslim_6628']",True,False,"['bukhari_6130', 'bukhari_4528', 'bukhari_6818', 'bukhari_4573', 'bukhari_7023', 'bukhari_7025', 'bukhari_3280', 'bukhari_3316', 'muslim_1275', 'bukhari_5236']","['muslim_5642', 'muslim_2637', 'muslim_4866', 'muslim_7192', 'muslim_1042', 'bukhari_3503', 'muslim_663', 'muslim_6511', 'muslim_5866', 'muslim_985']"
C1087,"নবী মুহাম্মদ (সা.) নামাজ শেষ করার পর এই দোয়া পড়তেন: ""আল্লাহ ছাড়া কোন মাবুদ নেই, তিনি একক, তাঁরই রাজত্ব এবং প্রশংসা, এবং তিনি সবকিছুর ওপর ক্ষমতাশালী।""","['muslim_1338', 'bukhari_6330', 'muslim_1071', 'muslim_1072', 'bukhari_844']",False,True,"['muslim_1343', 'bukhari_4852', 'bukhari_7431', 'bukhari_1797', 'bukhari_627', 'bukhari_2157', 'muslim_385', 'muslim_2691', 'bukhari_6321', 'bukhari_354']","['bukhari_4116', 'bukhari_1797', 'bukhari_6330', 'bukhari_844', 'bukhari_2995', 'muslim_1343', 'bukhari_7381', 'bukhari_6328', 'bukhari_4967', 'bukhari_2157']"
C1106,"আমরা জানি, আবদুল্লাহ বিন জাইদ বলেছেন যে, রাসূলুল্লাহ (সা.) যখন ওযু করতেন, তখন তিনি প্রথমে হাত ধোতেন, তারপর মুখ, এবং শেষ পর্যন্ত পা ধোতেন। তিনি মাথাও মুছতেন এবং এভাবে ওযু সম্পন্ন করতেন।","['bukhari_185', 'muslim_557', 'muslim_555', 'bukhari_186', 'muslim_538']",False,True,"['bukhari_248', 'bukhari_5017', 'bukhari_197', 'bukhari_272', 'bukhari_273', 'bukhari_191', 'bukhari_158', 'bukhari_257', 'bukhari_262', 'bukhari_182']","['bukhari_191', 'bukhari_185', 'bukhari_197', 'bukhari_736', 'muslim_236', 'bukhari_6670', 'bukhari_199', 'bukhari_957', 'bukhari_1224', 'bukhari_738']"
C1126,"আমি শুনেছি যে নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, কুমারী মেয়ের বিয়ের পর সাত দিন ধরে তার জন্য অনুষ্ঠান করা উচিত।","['muslim_3627', 'bukhari_5214', 'muslim_3626', 'bukhari_5213', 'muslim_2741']",True,False,"['bukhari_5213', 'bukhari_5214', 'bukhari_5339', 'bukhari_5119', 'bukhari_1910', 'bukhari_898', 'bukhari_6476', 'bukhari_5054', 'bukhari_1087', 'bukhari_6970']","['bukhari_5339', 'muslim_1477', 'bukhari_292', 'muslim_1676', 'bukhari_1281', 'bukhari_1282', 'muslim_3268', 'muslim_1472', 'bukhari_6307', 'muslim_2672']"
C1137,"আম হরাম, আনসারের খালা, বলেছেন যে একদিন নবী (সা.) আমাদের কাছে এসেছিলেন এবং হাসতে হাসতে জেগে উঠলেন। তিনি বললেন, আমি আমার উম্মতের কিছু লোককে দেখেছি যারা সমুদ্রের উপর রাজাদের মতো চড়ে চলেছে। আম হরাম নবী (সা.) থেকে প্রার্থনা করেছিলেন যেন তিনি তাদের মধ্যে অন্তর্ভুক্ত হন, এবং নবী (সা.) তাকে বলেছিলেন, ""তুমি তাদের মধ্যে আছো।"" পরে তিনি একটি যুদ্ধের সময় সমুদ্রের কাছে গিয়েছিলেন, কিন্তু দুর্ঘটনাবশত তার ঘোড়া তাকে ফেলে দেয়।","['muslim_4935', 'muslim_4934', 'bukhari_2894', 'bukhari_2895', 'bukhari_7001']",False,True,"['bukhari_732', 'bukhari_5789', 'bukhari_2880', 'bukhari_7475', 'muslim_925', 'bukhari_7008', 'bukhari_3599', 'bukhari_2324', 'bukhari_2837', 'muslim_486']","['bukhari_2894', 'bukhari_2895', 'bukhari_2878', 'bukhari_2877', 'bukhari_6606', 'bukhari_2799', 'bukhari_2800', 'muslim_7007', 'bukhari_6891', 'bukhari_2924']"
C1160,"এক মুসলিম এবং একজন ইহুদি নিজেদের মধ্যে আলোচনা করছিলেন। মুসলিমটি বললেন যে আল্লাহ মুহাম্মদকে সমস্ত জগতের উপর নির্বাচিত করেছেন, আর ইহুদি বললেন যে আল্লাহ মূসাকে নির্বাচিত করেছেন। এরপর মুসলিমটি ইহুদিকে আঘাত করলেন এবং ইহুদিটি নবী মুহাম্মদের কাছে এই ঘটনার কথা জানালেন। নবী মুহাম্মদ বললেন, ""মূসাকে আমার সাথে তুলনা করো না, কারণ কিয়ামতের দিন মানুষ অচেতন হবে এবং আমি প্রথমে জেগে উঠব।""","['muslim_6153', 'bukhari_3408', 'bukhari_7472', 'bukhari_6517', 'bukhari_2411']",False,True,"['bukhari_3409', 'bukhari_7515', 'bukhari_4736', 'bukhari_7427', 'bukhari_7428', 'bukhari_3398', 'bukhari_2412', 'bukhari_7157', 'bukhari_4990', 'bukhari_4556']","['bukhari_7472', 'bukhari_2411', 'bukhari_6517', 'bukhari_3408', 'muslim_3998', 'muslim_5459', 'bukhari_7515', 'bukhari_1020', 'bukhari_3396', 'bukhari_3395']"
C1166,"আমি শুনেছি যে, আয়েশা রাদিয়াল্লাহু আনহা তার দুধের ভাইয়ের সামনে নবীর গোসলের পদ্ধতি বর্ণনা করেছেন। তিনি একটি পাত্রে পানি নিয়ে তিনবার মাথায় ঢেলে গোসল করেছেন।","['muslim_728', 'bukhari_251', 'muslim_3728', 'muslim_750', 'muslim_555']",True,False,"['bukhari_272', 'bukhari_273', 'bukhari_248', 'bukhari_257', 'bukhari_254', 'bukhari_197', 'bukhari_255', 'bukhari_259', 'bukhari_251', 'bukhari_5468']","['muslim_2826', 'bukhari_248', 'muslim_1717', 'muslim_4406', 'muslim_1676', 'bukhari_5468', 'muslim_650', 'bukhari_1164', 'bukhari_222', 'bukhari_272']"
C1174,"নবী মুহাম্মদ (সা.) তাঁর স্ত্রীকে বলেছেন যে, তিনি যখন ইহরাম বাঁধবেন এবং কাবা তাওয়াফ করার আগে কিছু নির্দেশনা দেবেন।","['muslim_2824', 'muslim_2831', 'muslim_2825', 'muslim_2826', 'bukhari_1754']",False,True,"['bukhari_4398', 'bukhari_1539', 'bukhari_7160', 'bukhari_293', 'bukhari_1755', 'muslim_1475', 'bukhari_5258', 'bukhari_1731', 'bukhari_5192', 'bukhari_5251']","['bukhari_4908', 'bukhari_1860', 'bukhari_5251', 'muslim_2824', 'bukhari_1811', 'bukhari_837', 'bukhari_5332', 'bukhari_1626', 'muslim_3654', 'bukhari_1624']"
