claim_id,bangla_claim,gold_evidence_ids,translation_hit@10,bge_hit@10,translation_top10,bge_top10
C1066,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, আশুরার দিনে কিছু লোক সিয়াম পালন করতেন, তাই যিনি চান তিনি সিয়াম পালন করতে পারেন এবং যিনি চান তিনি তা ত্যাগ করতে পারেন।","['muslim_2647', 'muslim_2642', 'muslim_2637', 'muslim_2638', 'bukhari_2002']",True,False,"['bukhari_1893', 'bukhari_1592', 'bukhari_3831', 'bukhari_4504', 'bukhari_1960', 'bukhari_2007', 'bukhari_2002', 'bukhari_7265', 'bukhari_4502', 'bukhari_2000']","['bukhari_2000', 'bukhari_2001', 'bukhari_7265', 'bukhari_2005', 'bukhari_2007', 'bukhari_1923', 'bukhari_1892', 'bukhari_2003', 'bukhari_1924', 'muslim_1241']"
C1067,"নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, ফরজ কাজগুলোকে তাদের প্রাপ্য ব্যক্তিদের কাছে পৌঁছে দিতে হবে, এবং যা অবশিষ্ট থাকবে, তা প্রথম পুরুষের জন্য।","['muslim_4142', 'muslim_4141', 'bukhari_6737', 'bukhari_6746', 'bukhari_6735']",False,True,"['bukhari_1675', 'muslim_1235', 'bukhari_472', 'muslim_1747', 'bukhari_1641', 'bukhari_1642', 'bukhari_759', 'bukhari_547', 'bukhari_1614', 'bukhari_1615']","['bukhari_6735', 'bukhari_6737', 'bukhari_6746', 'bukhari_6732', 'bukhari_5855', 'bukhari_2674', 'bukhari_4898', 'bukhari_2398', 'bukhari_2632', 'bukhari_6434']"
C1071,"রাসূলুল্লাহ (সা.) একবার খুতবা দিচ্ছিলেন, তখন একজন এসে বললেন, ""হে রাসূল, আমাদের সম্পদ শেষ হয়ে যাচ্ছে এবং পথ বন্ধ হয়ে গেছে, আল্লাহর কাছে দোয়া করুন আমাদের সাহায্য করুন।"" রাসূল (সা.) তিনবার আল্লাহর কাছে দোয়া করলেন এবং তারপর আকাশ থেকে মেঘ এসে বৃষ্টি পড়ল। পরে, আবার একই ব্যক্তি এসে একই সমস্যার কথা বললে, রাসূল (সা.) আল্লাহর কাছে দোয়া করলেন যেন বৃষ্টি আমাদের উপর না পড়ে, এবং এরপর আমরা রোদে হাঁটতে পারলাম।","['muslim_2078', 'bukhari_1014', 'bukhari_1013', 'bukhari_1017', 'bukhari_1019']",True,False,"['bukhari_1014', 'bukhari_1020', 'bukhari_6342', 'bukhari_1016', 'bukhari_933', 'bukhari_1013', 'bukhari_6093', 'bukhari_3582', 'bukhari_1033', 'bukhari_1021']","['muslim_898', 'bukhari_1016', 'bukhari_1145', 'bukhari_1012', 'bukhari_669', 'bukhari_6343', 'bukhari_7250', 'bukhari_1023', 'bukhari_1010', 'bukhari_7494']"
C1075,"নবী মুহাম্মদ (সা.) বলেছেন, আমাদের নিজেদের সম্পর্কে খারাপ কথা বলা উচিত নয়, বরং আমাদের বলা উচিত যে আমরা নিজেদেরকে পরীক্ষা করছি।","['muslim_5880', 'muslim_5878', 'bukhari_6179', 'bukhari_6180', 'muslim_6892']",False,True,"['bukhari_3060', 'muslim_1120', 'bukhari_4250', 'muslim_125', 'muslim_1787', 'bukhari_7510', 'muslim_1801', 'bukhari_4928', 'muslim_2512', 'bukhari_7521']","['bukhari_69', 'bukhari_3416', 'bukhari_6031', 'bukhari_6046', 'bukhari_5756', 'bukhari_4603', 'bukhari_6180', 'bukhari_810', 'bukhari_7079', 'muslim_2251']"
C1087,"নবী মুহাম্মদ (সা.) নামাজ শেষ করার পর এই দোয়া পড়তেন: ""আল্লাহ ছাড়া কোন মাবুদ নেই, তিনি একক, তাঁরই রাজত্ব এবং প্রশংসা, এবং তিনি সবকিছুর ওপর ক্ষমতাশালী।""","['muslim_1338', 'bukhari_6330', 'muslim_1071', 'muslim_1072', 'bukhari_844']",True,False,"['muslim_385', 'bukhari_831', 'bukhari_1154', 'bukhari_844', 'bukhari_1797', 'muslim_868', 'muslim_2691', 'bukhari_6265', 'muslim_2696', 'bukhari_7499']","['muslim_1343', 'bukhari_4852', 'bukhari_7431', 'bukhari_1797', 'bukhari_627', 'bukhari_2157', 'muslim_385', 'muslim_2691', 'bukhari_6321', 'bukhari_354']"
C1101,"আয়েশা বলেছেন, আমরা রাসূলুল্লাহ (সা.)-কে বেছে নিয়েছিলাম এবং তিনি আমাদের জন্য কিছু নির্ধারণ করেননি।","['muslim_3688', 'muslim_3687', 'bukhari_5262', 'muslim_3684', 'muslim_4834']",False,True,"['bukhari_6623', 'bukhari_7056', 'bukhari_7055', 'bukhari_6649', 'bukhari_3136', 'bukhari_3133', 'bukhari_4615', 'bukhari_321', 'bukhari_6718', 'muslim_1787']","['bukhari_5262', 'muslim_7478', 'bukhari_6126', 'bukhari_6338', 'bukhari_6853', 'muslim_7112', 'muslim_7111', 'bukhari_3560', 'bukhari_5756', 'bukhari_5398']"
C1104,নবীজী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) মুজদালিফায় দুইটি নামাজ একসাথে আদায় করেছেন এবং এর আগে বা পরে কোনো নফল নামাজ পড়েননি।,"['bukhari_1673', 'muslim_3114', 'muslim_6694', 'muslim_5154', 'muslim_3855']",False,True,"['muslim_729', 'muslim_765', 'muslim_834', 'muslim_2093', 'muslim_726', 'bukhari_937', 'muslim_836', 'muslim_1718', 'bukhari_995', 'bukhari_5881']","['bukhari_989', 'bukhari_592', 'bukhari_590', 'bukhari_5883', 'bukhari_1673', 'bukhari_1225', 'bukhari_1682', 'bukhari_964', 'bukhari_5881', 'bukhari_715']"
C1106,"আমরা জানি, আবদুল্লাহ বিন জাইদ বলেছেন যে, রাসূলুল্লাহ (সা.) যখন ওযু করতেন, তখন তিনি প্রথমে হাত ধোতেন, তারপর মুখ, এবং শেষ পর্যন্ত পা ধোতেন। তিনি মাথাও মুছতেন এবং এভাবে ওযু সম্পন্ন করতেন।","['bukhari_185', 'muslim_557', 'muslim_555', 'bukhari_186', 'muslim_538']",True,False,"['bukhari_197', 'muslim_2969', 'bukhari_185', 'bukhari_1840', 'bukhari_186', 'bukhari_191', 'bukhari_272', 'bukhari_273', 'bukhari_192', 'bukhari_199']","['bukhari_248', 'bukhari_5017', 'bukhari_197', 'bukhari_272', 'bukhari_273', 'bukhari_191', 'bukhari_158', 'bukhari_257', 'bukhari_262', 'bukhari_182']"
C1126,"আমি শুনেছি যে নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, কুমারী মেয়ের বিয়ের পর সাত দিন ধরে তার জন্য অনুষ্ঠান করা উচিত।","['muslim_3627', 'bukhari_5214', 'muslim_3626', 'bukhari_5213', 'muslim_2741']",False,True,"['bukhari_5159', 'muslim_1489', 'bukhari_3487', 'bukhari_3486', 'muslim_3005', 'muslim_1721', 'bukhari_876', 'muslim_834', 'bukhari_324', 'bukhari_5085']","['bukhari_5213', 'bukhari_5214', 'bukhari_5339', 'bukhari_5119', 'bukhari_1910', 'bukhari_898', 'bukhari_6476', 'bukhari_5054', 'bukhari_1087', 'bukhari_6970']"
C1137,"আম হরাম, আনসারের খালা, বলেছেন যে একদিন নবী (সা.) আমাদের কাছে এসেছিলেন এবং হাসতে হাসতে জেগে উঠলেন। তিনি বললেন, আমি আমার উম্মতের কিছু লোককে দেখেছি যারা সমুদ্রের উপর রাজাদের মতো চড়ে চলেছে। আম হরাম নবী (সা.) থেকে প্রার্থনা করেছিলেন যেন তিনি তাদের মধ্যে অন্তর্ভুক্ত হন, এবং নবী (সা.) তাকে বলেছিলেন, ""তুমি তাদের মধ্যে আছো।"" পরে তিনি একটি যুদ্ধের সময় সমুদ্রের কাছে গিয়েছিলেন, কিন্তু দুর্ঘটনাবশত তার ঘোড়া তাকে ফেলে দেয়।","['muslim_4935', 'muslim_4934', 'bukhari_2894', 'bukhari_2895', 'bukhari_7001']",True,False,"['bukhari_6283', 'bukhari_6282', 'bukhari_2799', 'bukhari_2800', 'bukhari_7001', 'bukhari_7002', 'bukhari_2894', 'bukhari_2895', 'bukhari_6033', 'bukhari_2789']","['bukhari_732', 'bukhari_5789', 'bukhari_2880', 'bukhari_7475', 'muslim_925', 'bukhari_7008', 'bukhari_3599', 'bukhari_2324', 'bukhari_2837', 'muslim_486']"
C1160,"এক মুসলিম এবং একজন ইহুদি নিজেদের মধ্যে আলোচনা করছিলেন। মুসলিমটি বললেন যে আল্লাহ মুহাম্মদকে সমস্ত জগতের উপর নির্বাচিত করেছেন, আর ইহুদি বললেন যে আল্লাহ মূসাকে নির্বাচিত করেছেন। এরপর মুসলিমটি ইহুদিকে আঘাত করলেন এবং ইহুদিটি নবী মুহাম্মদের কাছে এই ঘটনার কথা জানালেন। নবী মুহাম্মদ বললেন, ""মূসাকে আমার সাথে তুলনা করো না, কারণ কিয়ামতের দিন মানুষ অচেতন হবে এবং আমি প্রথমে জেগে উঠব।""","['muslim_6153', 'bukhari_3408', 'bukhari_7472', 'bukhari_6517', 'bukhari_2411']",True,False,"['bukhari_2411', 'bukhari_6517', 'bukhari_3408', 'bukhari_7472', 'bukhari_2412', 'bukhari_3415', 'bukhari_3414', 'bukhari_6917', 'bukhari_5443', 'bukhari_2926']","['bukhari_3409', 'bukhari_7515', 'bukhari_4736', 'bukhari_7427', 'bukhari_7428', 'bukhari_3398', 'bukhari_2412', 'bukhari_7157', 'bukhari_4990', 'bukhari_4556']"
C1165,"একজন মুহাজির একজন আনসারের সাথে ঝগড়া করেছিল। তখন নবী (সা.) বলেছিলেন, ""এটি ছেড়ে দাও, কারণ এটি দুর্গন্ধযুক্ত।""","['muslim_6584', 'muslim_6583', 'bukhari_4905', 'bukhari_4907', 'muslim_2318']",True,False,"['bukhari_4907', 'bukhari_4905', 'bukhari_4015', 'bukhari_774.2', 'bukhari_2438', 'bukhari_3931', 'bukhari_5121', 'muslim_1903', 'bukhari_4018', 'muslim_1900']","['bukhari_5343', 'bukhari_6128', 'muslim_362', 'bukhari_5839', 'bukhari_5366', 'muslim_1557', 'bukhari_2473', 'bukhari_2101', 'muslim_2622', 'bukhari_119']"
C1166,"আমি শুনেছি যে, আয়েশা রাদিয়াল্লাহু আনহা তার দুধের ভাইয়ের সামনে নবীর গোসলের পদ্ধতি বর্ণনা করেছেন। তিনি একটি পাত্রে পানি নিয়ে তিনবার মাথায় ঢেলে গোসল করেছেন।","['muslim_728', 'bukhari_251', 'muslim_3728', 'muslim_750', 'muslim_555']",False,True,"['muslim_331', 'muslim_318', 'bukhari_255', 'muslim_320', 'bukhari_6562', 'bukhari_199', 'bukhari_4075', 'bukhari_259', 'muslim_832', 'bukhari_1840']","['bukhari_272', 'bukhari_273', 'bukhari_248', 'bukhari_257', 'bukhari_254', 'bukhari_197', 'bukhari_255', 'bukhari_259', 'bukhari_251', 'bukhari_5468']"
C1180,"আমি শুনেছি যে, নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, যে ব্যক্তি আল্লাহ তাকে যে দায়িত্ব দিয়েছে, তা সঠিকভাবে পালন না করলে, সে জান্নাতের সুগন্ধও পাবে না।","['bukhari_7150', 'muslim_363', 'muslim_4729', 'muslim_5633', 'muslim_818']",False,True,"['bukhari_6047', 'bukhari_7152', 'bukhari_6801', 'bukhari_7560', 'bukhari_6657', 'bukhari_6767', 'bukhari_6766', 'bukhari_7213', 'bukhari_4850', 'muslim_1330']","['bukhari_7150', 'bukhari_5673', 'bukhari_109', 'bukhari_6056', 'bukhari_5024', 'bukhari_6569', 'bukhari_6914', 'bukhari_6954', 'bukhari_71', 'bukhari_7506']"
C1190,"আমার বন্ধুদের মাধ্যমে আমি নবী (সা.)-এর কাছে গিয়েছিলাম এবং তাঁকে বলেছিলাম যে আমরা কিছু বোঝার চেষ্টা করছি। নবী (সা.) তখন বললেন, ""আমি তোমাদের উপর কিছু চাপিয়ে দিচ্ছি না,"" কিন্তু পরে আমাকে বললেন, ""তোমাদের জন্য আল্লাহ বা আল্লাহর রসুল (সা.) সাহায্য করবেন।""","['bukhari_6678', 'muslim_4264', 'bukhari_4415', 'muslim_3743', 'muslim_4263']",False,True,"['bukhari_4385', 'bukhari_748', 'bukhari_1821', 'bukhari_3133', 'muslim_796', 'muslim_187', 'bukhari_1822', 'bukhari_7046', 'bukhari_1823', 'bukhari_5407']","['bukhari_6678', 'bukhari_6338', 'bukhari_7346', 'bukhari_2444', 'bukhari_3117', 'bukhari_7159', 'bukhari_7505', 'bukhari_6339', 'bukhari_4951', 'bukhari_7274']"
C1195,"আমি শুনেছি যে, উমর ইবন খাত্তাব বলেছেন, যদি কোনো মুসলিমের জন্য চারজন ভালো কথা বলে, তাহলে আল্লাহ তাকে জান্নাতে প্রবেশ করাবেন। তিনি আরও বলেছেন, তিনজন বা দুইজনের জন্যও একই কথা প্রযোজ্য।","['bukhari_1368', 'muslim_2200', 'bukhari_2643', 'bukhari_2642', 'bukhari_1367']",True,False,"['bukhari_2643', 'bukhari_3674', 'bukhari_7097', 'muslim_228', 'bukhari_3664', 'bukhari_1368', 'muslim_2490', 'bukhari_31', 'bukhari_7509', 'muslim_1489']","['bukhari_6554', 'bukhari_6543', 'bukhari_7392', 'bukhari_2736', 'bukhari_3247', 'muslim_219', 'bukhari_1248', 'bukhari_1381', 'bukhari_5982', 'muslim_217']"
C1196,"একজন ব্যক্তি বলেছেন যে, কিয়ামতের দিন একজন মানুষকে জাহান্নামে নিয়ে যাওয়া হবে এবং সেখানে তার দড়ি খুলে যাবে, ফলে সে সেখানে ঘুরতে থাকবে। তখন জাহান্নামের লোকেরা তাকে বলবে, তুমি তো আমাদের ভালো কাজ করতে বলতে এবং খারাপ কাজ থেকে বিরত থাকতে বলতে, কিন্তু তুমি নিজে তা করনি।","['bukhari_3267', 'muslim_7483', 'bukhari_7098', 'muslim_451', 'muslim_7268']",True,False,"['bukhari_3267', 'bukhari_7098', 'bukhari_4581', 'bukhari_806', 'bukhari_7439', 'bukhari_7438', 'bukhari_7437', 'muslim_2968', 'bukhari_6573', 'bukhari_7084']","['bukhari_6539', 'bukhari_4626', 'bukhari_3118', 'bukhari_6463', 'bukhari_3216', 'bukhari_6561', 'bukhari_5832', 'bukhari_6559', 'bukhari_7450', 'bukhari_6566']"
C1203,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) বলেছেন, যদি কারো মাথায় কিছু সমস্যা হয়, তাহলে তাকে মাথা কামাতে হবে। এরপর তিনি বলেছেন, তিন দিন রোজা রাখতে হবে, অথবা ছয়জন মিসকিনকে দান করতে হবে, অথবা যা কিছু সহজ হয় তা করতে হবে।","['muslim_2880', 'bukhari_1815', 'muslim_2879', 'muslim_2883', 'muslim_2881']",True,False,"['bukhari_1815', 'muslim_1971', 'bukhari_6708', 'bukhari_4190', 'bukhari_5703', 'bukhari_1814', 'bukhari_4517', 'bukhari_6022', 'muslim_1489', 'bukhari_4159']","['bukhari_1814', 'bukhari_6708', 'bukhari_1981', 'bukhari_254', 'bukhari_1178', 'bukhari_5703', 'muslim_238', 'bukhari_809', 'bukhari_5635', 'bukhari_5054']"
C1208,"রাসূলুল্লাহ (সা.) বলেছেন, আমাদের কাউকে ""আমার দাস"" বলা উচিত নয়, কারণ আমরা সবাই আল্লাহর দাস। বরং আমাদের ""আমার যুবক"" বলা উচিত এবং ""আমার দাস"" বলার পরিবর্তে ""আমার প্রভু"" বলা উচিত।","['muslim_5875', 'muslim_5874', 'muslim_5877', 'muslim_5878', 'bukhari_6179']",False,True,"['bukhari_2552', 'muslim_1624', 'bukhari_3349', 'bukhari_4712', 'bukhari_7507', 'bukhari_5862', 'bukhari_4740', 'bukhari_2745', 'bukhari_4782', 'bukhari_6749']","['bukhari_6187', 'bukhari_2552', 'bukhari_3445', 'bukhari_3538', 'muslim_5875', 'bukhari_6188', 'bukhari_6196', 'bukhari_4782', 'bukhari_585', 'bukhari_7518']"
C1214,"আমি শুনেছি, রাসূলুল্লাহ (সা.) তাবুকের যুদ্ধে বের হয়েছিলেন এবং তিনি আমাদের বলেছিলেন যে, যিনি দ্রুত আসতে চান, তিনি আমার সাথে আসতে পারেন এবং যিনি থাকতে চান, তিনি থাকতে পারেন। তারপর তিনি শহরের দিকে এগিয়ে যেতে যেতে বললেন, ""এটি হলো তাবা এবং এটি হলো উহুদ, এটি একটি পাহাড় যা আমাদের ভালোবাসে এবং আমরা এটি ভালোবাসি।""","['muslim_3371', 'muslim_5948', 'bukhari_4422', 'muslim_5947', 'bukhari_1872']",False,True,"['muslim_1392', 'bukhari_4043', 'bukhari_4044', 'bukhari_1482', 'bukhari_1481', 'bukhari_6444', 'bukhari_2607', 'bukhari_2608', 'bukhari_2889', 'bukhari_6655']","['bukhari_4422', 'bukhari_4050', 'bukhari_1872', 'bukhari_4083', 'bukhari_4416', 'bukhari_1871', 'bukhari_4084', 'bukhari_2889', 'bukhari_2897', 'bukhari_1515']"
C1238,"আল্লাহ বলেছেন যে, যখন আমি চৌদ্দ বছর বয়সী ছিলাম, তখন আমাকে ছোট মনে করা হয়েছিল।","['muslim_4838', 'muslim_4837', 'muslim_3780', 'muslim_4817', 'bukhari_2664']",True,False,"['bukhari_4097', 'bukhari_2664', 'bukhari_5133', 'bukhari_5134', 'bukhari_6854', 'bukhari_3896', 'bukhari_5166', 'bukhari_5158', 'bukhari_3975', 'bukhari_3466']","['bukhari_5190', 'bukhari_3955', 'bukhari_77', 'bukhari_4097', 'bukhari_5435', 'bukhari_3548', 'muslim_3027', 'bukhari_6227', 'bukhari_6299', 'bukhari_102']"
C1239,"নবী (সা.) বলেছেন, আল্লাহ কুরআনকে তিনটি অংশে ভাগ করেছেন এবং ""কুল হুয়াল্লাহু আহাদ"" কুরআনের একটি অংশ।","['muslim_1887', 'muslim_1886', 'muslim_1888', 'muslim_1889', 'bukhari_3945']",True,False,"['bukhari_6000', 'bukhari_4705', 'bukhari_3945', 'muslim_671', 'bukhari_6469', 'muslim_449', 'muslim_1300', 'bukhari_2485', 'bukhari_4589', 'bukhari_4868']","['bukhari_6643', 'bukhari_5013', 'bukhari_4704', 'bukhari_627', 'bukhari_4937', 'bukhari_624', 'bukhari_9', 'bukhari_7417', 'bukhari_2672', 'bukhari_6336']"
C1249,"রাসূলুল্লাহ (সা.) বলেছেন, পৃথিবীর বিভিন্ন বরকত আমাদের জন্য উদ্বেগের কারণ হতে পারে। তিনি বলেছিলেন, যে ব্যক্তি সৎভাবে সম্পদ অর্জন করে এবং তা আল্লাহর পথে ব্যয় করে, সে সত্যিই সফল। কিন্তু যারা অসৎভাবে সম্পদ অর্জন করে, তারা কখনোই সন্তুষ্ট হতে পারবে না এবং তাদের জন্য কিয়ামতের দিন কঠিন হিসাব হবে।","['bukhari_2842', 'muslim_2423', 'muslim_2422', 'muslim_2421', 'bukhari_1465']",True,False,"['bukhari_6427', 'bukhari_2842', 'bukhari_1465', 'bukhari_6442', 'bukhari_6441', 'bukhari_1412', 'bukhari_1403', 'bukhari_4919', 'bukhari_4565', 'bukhari_2371']","['bukhari_3196', 'muslim_1051', 'muslim_2581', 'bukhari_3118', 'bukhari_6446', 'bukhari_1403', 'bukhari_2452', 'bukhari_2529', 'bukhari_5070', 'bukhari_1412']"
C1262,"আমি শুনেছি যে আলী (আ.) বলেছেন, মুসলমানদের রক্ত একে অপরের জন্য সমান এবং তারা সবাই একসাথে দাঁড়িয়ে থাকে। তিনি আরও বলেছেন, কোনো মুসলমানকে কাফিরের জন্য হত্যা করা যাবে না এবং যে কেউ নতুন কিছু ঘটাবে বা ঘটনার সহায়তা করবে, তার ওপর আল্লাহ, ফেরেশতা এবং সমস্ত মানুষের অভিশাপ থাকবে।","['muslim_3794', 'muslim_3327', 'muslim_3323', 'muslim_3330', 'bukhari_3179']",True,False,"['bukhari_3172', 'bukhari_6755', 'bukhari_7300', 'bukhari_3179', 'bukhari_1870', 'bukhari_1867', 'bukhari_7306', 'bukhari_6163', 'muslim_2574', 'bukhari_111']","['bukhari_237', 'bukhari_7076', 'bukhari_6878', 'bukhari_4207', 'bukhari_2442', 'bukhari_6044', 'bukhari_6533', 'bukhari_3052', 'bukhari_7169', 'bukhari_6868']"
C1278,"আয়েশা বলেছেন, আমি যেন রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) এর মাথার মাঝে মেশক এর উজ্জ্বলতা দেখতে পাচ্ছি যখন তিনি ইহরাম পরিধান করেছিলেন।","['muslim_2839', 'bukhari_5918', 'bukhari_271', 'muslim_2832', 'muslim_2834']",False,True,"['bukhari_7494', 'bukhari_1786', 'muslim_405', 'bukhari_1783', 'muslim_1087', 'bukhari_1301', 'muslim_1237', 'muslim_2407', 'bukhari_6201', 'bukhari_1796']","['bukhari_271', 'bukhari_3034', 'bukhari_5918', 'bukhari_5901', 'bukhari_5923', 'bukhari_295', 'bukhari_5925', 'bukhari_3545', 'bukhari_1540', 'bukhari_272']"
C1279,"রাসূলুল্লাহ (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন যে, মাথার চুলের কিছু অংশ কেটে ফেলা উচিত নয়।","['muslim_5559', 'bukhari_5921', 'muslim_5190', 'muslim_5053', 'muslim_1218']",False,True,"['bukhari_1727', 'muslim_1044', 'bukhari_6065', 'bukhari_1728', 'bukhari_2342', 'muslim_1356', 'bukhari_1834', 'muslim_1489', 'muslim_1507', 'bukhari_1088']","['muslim_2325', 'bukhari_5893', 'bukhari_809', 'bukhari_5905', 'bukhari_5899', 'bukhari_5914', 'bukhari_3462', 'bukhari_5921', 'bukhari_5900', 'muslim_2670']"
C1282,"নবী মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যখন জানাবার পর গোসল করতেন, তখন তিনি কিছু পানি নিয়ে প্রথমে ডান পাশে এবং পরে বাম পাশে মাথায় ঢালতেন।","['muslim_725', 'bukhari_258', 'muslim_1792', 'muslim_3155', 'muslim_743']",True,False,"['bukhari_188', 'muslim_318', 'bukhari_256', 'muslim_681', 'bukhari_2880', 'bukhari_258', 'bukhari_347', 'muslim_163', 'muslim_236', 'muslim_1811']","['bukhari_248', 'bukhari_257', 'bukhari_259', 'muslim_318', 'bukhari_273', 'bukhari_272', 'bukhari_2918', 'bukhari_196', 'bukhari_254', 'bukhari_188']"
C1287,"নবী (সা) বলেছেন, যদি তুমি শুক্রবারের খুতবার সময় তোমার বন্ধুকে চুপ থাকতে বলো, তাহলে তুমি ব্যর্থ হয়েছ। আবু হুরায়রা (রা) এর ভাষায়, এটা এমন একটি বিষয় যা আমাদের জানা উচিত।","['muslim_1968', 'muslim_1965', 'bukhari_934', 'muslim_2024', 'muslim_1988']",False,True,"['bukhari_3169', 'muslim_1779', 'bukhari_5777', 'bukhari_897', 'bukhari_896', 'muslim_681', 'bukhari_7390', 'bukhari_5550', 'muslim_832', 'muslim_1763']","['bukhari_934', 'bukhari_1985', 'bukhari_6290', 'bukhari_6400', 'bukhari_6496', 'muslim_225', 'bukhari_935', 'bukhari_6618', 'bukhari_6018', 'bukhari_6361']"
C1290,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম একটি ভাষণ দিয়েছিলেন, যেখানে তিনি কিয়ামত পর্যন্ত সব বিষয় উল্লেখ করেছেন। যিনি জানেন তিনি জানেন, এবং যিনি জানেন না তিনি জানেন না।","['bukhari_6604', 'muslim_7263', 'muslim_3944', 'muslim_6850', 'muslim_4477']",True,False,"['bukhari_6604', 'bukhari_5146', 'bukhari_1120', 'bukhari_4802', 'bukhari_6358', 'bukhari_6253', 'bukhari_7292', 'bukhari_6357', 'bukhari_6316', 'bukhari_6360']","['bukhari_7410', 'bukhari_2625', 'bukhari_6021', 'bukhari_2995', 'bukhari_6539', 'bukhari_1154', 'bukhari_1039', 'bukhari_5211', 'bukhari_3348', 'bukhari_3192']"
C1301,"আমি শুনেছি যে, রমজানের রোজা যদি কেউ রাখতে না পারে, তাহলে সে শাবানের মাসে তা পূরণ করতে পারবে। এটি রাসূলুল্লাহ (সা.) এর একটি শিক্ষা।","['muslim_2687', 'bukhari_1950', 'muslim_2721', 'muslim_6009', 'muslim_716']",False,True,"['bukhari_46', 'bukhari_1896', 'bukhari_1906', 'bukhari_1909', 'bukhari_1900', 'muslim_1087', 'bukhari_38', 'muslim_1160', 'bukhari_2678', 'bukhari_50']","['bukhari_38', 'bukhari_1950', 'bukhari_37', 'bukhari_556', 'bukhari_1912', 'bukhari_2008', 'bukhari_3569', 'bukhari_1909', 'muslim_2662', 'muslim_1723']"
C1303,"আমি শুনেছি যে, তিনি সকালে পানি নিয়ে এসে ডান হাতে পানি নিয়ে বাম হাতে ঢেলে তিনবার হাত ধোয়ার পর, ডান হাতে পানি নিয়ে তিনবার মুখে গুলে এবং তিনবার নাসিকায় পানি নেন। এরপর তিনি মাথার সামনে ও পেছনে একবার হাত বুলিয়ে নেন।","['bukhari_192', 'muslim_555', 'bukhari_1934', 'muslim_539', 'muslim_559']",True,False,"['muslim_236', 'bukhari_192', 'bukhari_186', 'bukhari_276', 'bukhari_265', 'bukhari_257', 'bukhari_259', 'bukhari_266', 'bukhari_199', 'bukhari_274']","['bukhari_248', 'bukhari_257', 'bukhari_191', 'bukhari_254', 'bukhari_197', 'bukhari_162', 'bukhari_3295', 'bukhari_259', 'muslim_238', 'bukhari_161']"
C1326,"রাসূলুল্লাহ (সা.)-এর সময় সূর্যগ্রহণের সময় সবাইকে নামাজে ডাক দেওয়া হয়েছিল। তিনি দুই রাকাত নামাজ পড়লেন এবং আয়েশা (রা.) বললেন, তিনি এর আগে কখনোই এত দীর্ঘ রাকাত বা সেজদা করেননি।","['muslim_2113', 'bukhari_1051', 'muslim_2098', 'muslim_2109', 'muslim_2091']",False,True,"['muslim_765', 'muslim_729', 'muslim_834', 'muslim_2093', 'muslim_1718', 'muslim_836', 'bukhari_1064', 'bukhari_3203', 'bukhari_1047', 'bukhari_473']","['muslim_910', 'bukhari_1051', 'bukhari_5785', 'bukhari_1062', 'bukhari_1064', 'bukhari_6310', 'bukhari_847', 'bukhari_1159', 'bukhari_187', 'bukhari_1225']"
C1330,"নবী মুহাম্মদ (সা.) আবু তালহাকে বলেছিলেন, একটি যুবককে তার সেবায় নিযুক্ত করতে। আবু তালহা আমাকে নিয়ে বের হলেন এবং আমি নবীর সেবা করছিলাম। নবী (সা.) প্রায়ই আল্লাহর কাছে দুঃখ, হতাশা, অলসতা এবং অন্যান্য খারাপ বিষয় থেকে আশ্রয় চাইতেন। এরপর, খায়বার বিজয়ের সময় নবী (সা.) صفিয়া নামের এক নারীর প্রতি আকৃষ্ট হন এবং তাকে বিয়ে করেন। নবী (সা.) তার জন্য একটি বিশেষ খাবার তৈরি করেন এবং এটি ছিল নবীর বিয়ের উৎসব।","['bukhari_2893', 'bukhari_2235', 'muslim_3321', 'bukhari_4211', 'bukhari_5425']",True,False,"['muslim_2007', 'bukhari_6363', 'bukhari_2893', 'bukhari_5425', 'bukhari_5637', 'bukhari_5132', 'bukhari_5387', 'bukhari_371', 'bukhari_6685', 'muslim_1884']","['bukhari_5169', 'bukhari_4201', 'bukhari_6685', 'bukhari_5170', 'bukhari_5160', 'bukhari_5156', 'bukhari_5216', 'bukhari_4212', 'bukhari_4397', 'bukhari_4401']"
