claim_id,bangla_claim,gold_evidence_ids,top1_evidence_id,top10_evidence_ids
C0842,"রাসূলুল্লাহ (সা.) বলেছেন যে, নারীদের মধ্যে যারা যুবতী, বিবাহিত এবং ঋতুস্রাবের সময় নয়, তাদেরকে মুসলমানদের কল্যাণ ও দোয়ার অনুষ্ঠানে উপস্থিত থাকতে হবে।","['bukhari_1652', 'muslim_2054', 'bukhari_324', 'bukhari_980', 'bukhari_351']",muslim_495,"['muslim_495', 'muslim_450', 'bukhari_518', 'muslim_6746', 'bukhari_4545', 'muslim_3862', 'muslim_3834', 'muslim_3671', 'muslim_1985', 'bukhari_3322']"
C0846,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) আল্লাহর কাছে এই দোয়া করতেন: ""হে আল্লাহ, আমি অলসতা, ভীরুতা, কৃপণতা, বার্ধক্য এবং কবরে শাস্তি থেকে আপনার কাছে আশ্রয় চাই।"" তিনি আরও বলতেন, ""হে আল্লাহ, আমার অন্তরকে সঠিক পথে পরিচালিত করুন এবং আমাকে অকার্যকর জ্ঞান, অশান্ত হৃদয়, অশান্ত আত্মা এবং অকার্যকর দোয়া থেকে রক্ষা করুন।""","['muslim_6906', 'muslim_6873', 'muslim_6871', 'bukhari_2823', 'bukhari_6367']",muslim_3811,"['muslim_3811', 'muslim_3265', 'muslim_857', 'muslim_495', 'muslim_483', 'bukhari_6996', 'muslim_3834', 'muslim_3514', 'bukhari_7435', 'muslim_575']"
C0847,"নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, যদি কেউ তার সম্পদের এক তৃতীয়াংশ দান করতে চায়, তবে সেটি অনেক। তিনি বলেছেন, সন্তানদেরকে ধনী রেখে যাওয়া ভালো, যাতে তারা মানুষের কাছে হাত পাততে না হয়।","['muslim_4209', 'bukhari_3936', 'bukhari_4409', 'bukhari_6373', 'bukhari_1295']",muslim_913,"['muslim_913', 'muslim_789', 'muslim_5875', 'bukhari_3994', 'muslim_3208', 'muslim_3639', 'muslim_3981', 'muslim_933', 'muslim_4940', 'muslim_4130']"
C0848,"আমি শুনেছি যে, আবু ধর রাদিয়াল্লাহু আনহু মক্কায় নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের কাছে গিয়ে ইসলাম গ্রহণ করেন। তিনি প্রথমে নবীর কথা শুনে বুঝতে পারেন যে, তিনি সত্যিই আল্লাহর রাসূল এবং এরপর তিনি তাঁর সম্প্রদায়কে ইসলামের বার্তা পৌঁছাতে বেরিয়ে যান।","['muslim_6362', 'bukhari_3861', 'muslim_2951', 'muslim_4589', 'muslim_1562']",muslim_434,"['muslim_434', 'muslim_6746', 'muslim_483', 'muslim_1985', 'muslim_514', 'bukhari_297', 'bukhari_3322', 'bukhari_823', 'bukhari_6989', 'muslim_495']"
C0850,"নবী (সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম) বলেছেন, যে ব্যক্তি তার সম্পত্তির জন্য লড়াই করে এবং মারা যায়, সে শহীদ।","['bukhari_2480', 'muslim_4941', 'muslim_361', 'muslim_7422', 'muslim_4387']",muslim_5118,"['muslim_5118', 'muslim_1849', 'muslim_933', 'muslim_1148', 'muslim_7071', 'muslim_4009', 'muslim_2762', 'muslim_6669', 'muslim_5919', 'muslim_6996']"
C0851,"আমি শুনেছি, আনাস বিন মালিক বলেছিলেন যে, রাসূলুল্লাহ (সা.) বলেছেন, মুনাফিকের নামাজ হলো এমন যে, সে সূর্য ডোবার দিকে তাকিয়ে থাকে এবং যখন তা শয়তানের দুই শিংয়ের মাঝে আসে, তখন উঠে চার রাকাত নামাজ পড়ে, কিন্তু আল্লাহর স্মরণ খুব কমই করে।","['muslim_1412', 'muslim_6121', 'muslim_1388', 'muslim_1393', 'muslim_1649']",muslim_1985,"['muslim_1985', 'bukhari_4545', 'muslim_6746', 'muslim_4034', 'bukhari_3322', 'muslim_3671', 'muslim_5964', 'muslim_3876', 'bukhari_4311', 'muslim_1280']"
C0856,"আমি শুনেছি যে, নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম যখন শহরে প্রবেশ করছিলেন, তখন তাঁর কাছে আবু বকর এসে বললেন যে, তিনি মানুষের জন্য অপেক্ষা করছিলেন। নবী তখন কিছুক্ষণ বিশ্রাম নেন এবং পরে প্রার্থনার জন্য পানি খুঁজতে বের হন।","['bukhari_4608', 'bukhari_6845', 'muslim_817', 'muslim_816', 'muslim_3691']",muslim_434,"['muslim_434', 'bukhari_643', 'bukhari_284', 'muslim_483', 'muslim_495', 'bukhari_6996', 'bukhari_297', 'muslim_514', 'bukhari_823', 'bukhari_5257']"
C0858,"ইব্রাহিম আলাইহিস সালামের স্ত্রী হজরাত আম্মা ইসমাইল পানির জন্য দৌড়াতে দৌড়াতে যখন অসহায় হয়ে পড়েছিলেন, তখন আল্লাহর নির্দেশে জিব্রাইল আঃ মাটিতে পা মারলে পানি বের হয়। এরপর সেই পানি পান করে তিনি তাঁর সন্তানের জন্য দুধ উৎপন্ন করতে সক্ষম হন।","['bukhari_3365', 'muslim_1911', 'muslim_1562', 'muslim_409', 'muslim_6322']",muslim_495,"['muslim_495', 'muslim_3834', 'muslim_4406', 'muslim_2207', 'bukhari_4751', 'muslim_3509', 'muslim_6531', 'muslim_1621', 'muslim_2062', 'bukhari_3638']"
C0859,"নবী মুহাম্মদ (সা.) বলেছেন, যদি তোমাদের কেউ ডাকলে সাড়া দাও। যদি তুমি রোজা রাখো, তাহলে নামাজ পড়ো এবং যদি তুমি রোজা না রাখো, তাহলে খাবার দাও।","['muslim_3520', 'muslim_3518', 'muslim_3511', 'muslim_3510', 'muslim_3514']",bukhari_3994,"['bukhari_3994', 'muslim_1849', 'muslim_3731', 'bukhari_6145', 'muslim_2762', 'muslim_5118', 'muslim_1148', 'muslim_933', 'muslim_6996', 'muslim_7155']"
C0864,"নবী মুহাম্মদ (সা.) বলেছেন, আমাদেরকে একটানা রোজা রাখার থেকে বিরত থাকতে হবে। তিনি উল্লেখ করেছেন যে, তিনি আল্লাহর কাছে খাবার ও পানির ব্যবস্থা পান, তাই আমাদের উচিত আমাদের সামর্থ্য অনুযায়ী কাজ করা।","['muslim_2567', 'muslim_2571', 'bukhari_1966', 'muslim_2566', 'muslim_2572']",bukhari_3994,"['bukhari_3994', 'muslim_1832', 'muslim_3731', 'muslim_3639', 'muslim_933', 'muslim_3208', 'muslim_6292', 'muslim_913', 'muslim_2762', 'muslim_789']"
C0865,"আমি শুনেছি যে, একজন ব্যক্তি বলেছিলেন যে তিনি নামাজ পড়ছেন, কিন্তু তার উদ্দেশ্য ছিল আপনাদেরকে দেখানো যে তিনি কিভাবে রাসূলুল্লাহ (সা.)-কে নামাজ পড়তে দেখেছেন। তিনি প্রথম রাকাতে সেজদা শেষ করার পর মাথা উঁচু করেছিলেন।","['bukhari_677', 'bukhari_824', 'muslim_1060', 'muslim_2091', 'muslim_3690']",bukhari_3322,"['bukhari_3322', 'bukhari_4545', 'muslim_6746', 'bukhari_7040', 'muslim_2822', 'muslim_1985', 'bukhari_2950', 'bukhari_4311', 'muslim_3876', 'muslim_4034']"
C0868,"রাসূলুল্লাহ (সা.) বলেন, যখন আমরা হজে বের হয়েছিলাম, তখন আবু কাতাদা একটি বন্য গাধাকে শিকার করেন এবং আমরা তার মাংস খাই। যখন আমরা বললাম যে আমরা তো ইহরামবন্দী, তিনি বললেন, যদি কেউ তাকে কিছু করতে বলেনি, তাহলে তোমরা মাংস খেতে পার।","['muslim_2855', 'bukhari_1824', 'muslim_1562', 'muslim_2854', 'muslim_4998']",bukhari_4545,"['bukhari_4545', 'muslim_483', 'bukhari_4923', 'muslim_1985', 'bukhari_3322', 'bukhari_5681', 'bukhari_4029', 'bukhari_7395', 'muslim_434', 'bukhari_5510']"
C0869,"নবী মুহাম্মদ (সা.) বলেছেন, সূর্যগ্রহণের দিন তিনি চার রাকাত নামাজ পড়েছিলেন, যা দুই রাকাতে চার সেজদা নিয়ে ছিল।","['muslim_2094', 'muslim_2092', 'muslim_2111', 'muslim_2093', 'muslim_2097']",muslim_495,"['muslim_495', 'muslim_6531', 'muslim_3834', 'muslim_2410', 'bukhari_284', 'muslim_2207', 'bukhari_5257', 'muslim_3514', 'bukhari_6791', 'muslim_6970']"
C0870,"একজন মুহাজির একজন আনসারের সাথে ঝগড়া করেছিল। যখন তারা নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম-এর কাছে গিয়েছিল, তিনি বলেছিলেন যে এই বিষয়টি এড়িয়ে চলা উচিত, কারণ এটি অশুদ্ধ।","['muslim_6584', 'muslim_6583', 'bukhari_4905', 'bukhari_4907', 'muslim_2318']",muslim_2133,"['muslim_2133', 'muslim_5921', 'muslim_4698', 'muslim_5159', 'muslim_6292', 'muslim_1832', 'bukhari_2290', 'muslim_986', 'muslim_5274', 'muslim_5917']"
C0874,"নবী মুহাম্মদ (সা.) বলেছেন যে, জমি ভাড়া নেওয়া উচিত নয়, যেমন অর্ধেক, এক তৃতীয়াংশ বা এক চতুর্থাংশে।","['muslim_3958', 'muslim_3910', 'muslim_3922', 'muslim_530', 'muslim_3949']",muslim_6520,"['muslim_6520', 'muslim_4866', 'muslim_1849', 'muslim_933', 'muslim_6996', 'muslim_1148', 'muslim_6387', 'muslim_5118', 'muslim_6258', 'muslim_6534']"
C0875,"উসমান মিনা-তে চার রাকাত নামাজ পড়েছেন, যা শুনে আবদুল্লাহ বলেছেন, আমি তো রাসূলুল্লাহর সাথে দুই রাকাত নামাজ পড়েছি।","['muslim_1596', 'bukhari_1084', 'muslim_1590', 'muslim_1599', 'muslim_7344']",bukhari_5084,"['bukhari_5084', 'muslim_6970', 'bukhari_799', 'bukhari_3198', 'bukhari_6791', 'bukhari_3088', 'bukhari_5475', 'bukhari_6145', 'bukhari_5983', 'bukhari_3679']"
C0876,"মালিক বিন হুয়ারিথ আমাদেরকে নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লামের নামাজের পদ্ধতি দেখিয়েছিলেন, যদিও তখন নামাজের সময় ছিল না। তিনি দাঁড়িয়ে, রুকু করে, এবং এরপর মাথা উঁচু করে কিছুক্ষণ থেমে ছিলেন।","['bukhari_802', 'bukhari_818', 'bukhari_819', 'muslim_873', 'muslim_2089']",bukhari_1073,"['bukhari_1073', 'muslim_6970', 'bukhari_5406', 'bukhari_3307', 'muslim_495', 'muslim_3509', 'muslim_575', 'muslim_1621', 'muslim_5979', 'bukhari_643']"
C0878,"রাসূলুল্লাহ (সাঃ) বলেছেন, বিলাল রাতে আজান দেন, তাই তোমরা খাও এবং পান করো যতক্ষণ না ইবনে উম মকতুমের আজান শোনো।","['muslim_2537', 'muslim_2538', 'muslim_2536', 'bukhari_622', 'bukhari_623']",muslim_6970,"['muslim_6970', 'bukhari_5084', 'bukhari_6145', 'muslim_4866', 'muslim_6794', 'muslim_5795', 'bukhari_6791', 'muslim_7071', 'muslim_1113', 'bukhari_799']"
C0879,"আমি শুনেছি যে, নবী (সা.) বলেছেন, একটি কিরাতের মূল্য উহুদ পর্বতের মতো।","['muslim_2197', 'muslim_2196', 'muslim_6787', 'muslim_5213', 'muslim_5799']",muslim_3208,"['muslim_3208', 'muslim_6342', 'muslim_4850', 'bukhari_5475', 'muslim_2506', 'muslim_6794', 'muslim_2752', 'muslim_997', 'muslim_1889', 'muslim_6433']"
C0880,"নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) বলেছেন, যে ব্যক্তি আল্লাহর পথে জিহাদ করতে বের হয়, আমি তার জন্য প্রতিশ্রুতি দিচ্ছি যে, যদি আমি তাকে ফিরিয়ে আনি, তাহলে তাকে পুরস্কার বা লুটের সঙ্গে ফিরিয়ে আনব। আর যদি আমি তাকে গ্রহণ করি, তাহলে আমি তাকে ক্ষমা করব এবং তার প্রতি রহমত প্রদর্শন করব।","['muslim_4859', 'muslim_6986', 'muslim_338', 'muslim_7004', 'muslim_5217']",bukhari_6996,"['bukhari_6996', 'bukhari_297', 'bukhari_5984', 'muslim_483', 'bukhari_7435', 'bukhari_717', 'bukhari_255', 'muslim_434', 'bukhari_1011', 'bukhari_354']"
C0881,"রাসূলুল্লাহ (সা.) আমাকে বলেছিলেন, ""হে আল্লাহ, আমাকে সঠিক পথ প্রদর্শন কর এবং আমাকে সঠিকভাবে পরিচালিত কর।"" তিনি আমাকে মিহতার (মিহতার হলো নারীদের দ্বারা তাদের স্বামীদের জন্য তৈরি করা বিশেষ আসন) উপর বসতে নিষেধ করেছেন।","['muslim_5490', 'muslim_6848', 'muslim_6849', 'muslim_5409', 'muslim_6911']",bukhari_6145,"['bukhari_6145', 'bukhari_3994', 'muslim_3731', 'muslim_2762', 'muslim_5118', 'muslim_1849', 'muslim_6996', 'muslim_7071', 'muslim_6970', 'muslim_2568']"
C0883,"একদল আনসার রাসূলুল্লাহ (সা.)-এর কাছে অনুমতি চাইলেন এবং বললেন, আমাদের ভাই আব্বাসের মুক্তির জন্য কিছু টাকা রেখে যেতে দিন। রাসূল (সা.) বললেন, তোমরা তার জন্য এক পয়সাও রেখে যেতে পারবে না।","['bukhari_4018', 'bukhari_2537', 'bukhari_3048', 'muslim_2439', 'muslim_4612']",bukhari_4545,"['bukhari_4545', 'bukhari_3322', 'muslim_1985', 'muslim_434', 'muslim_483', 'muslim_6746', 'muslim_3671', 'bukhari_4923', 'muslim_5964', 'muslim_3834']"
C0884,"আমি শুনেছি যে, নামাজ না পড়া মানুষের মধ্যে এবং শিরক বা কুফরের মধ্যে একটি বড় ফারাক সৃষ্টি করে।","['muslim_246', 'muslim_247', 'muslim_6834', 'muslim_191', 'muslim_4767']",muslim_6746,"['muslim_6746', 'bukhari_3322', 'muslim_4034', 'bukhari_2950', 'muslim_1985', 'bukhari_5832', 'bukhari_7040', 'muslim_5964', 'muslim_3876', 'muslim_2822']"
C0887,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) এক যুবককে একটি ছাগল চামড়া ছাড়াতে দেখে তাকে বললেন, ""একটু সরে দাঁড়াও, আমি তোমাকে দেখাবো।"" এরপর তিনি নিজের হাত দিয়ে চামড়ার ও মাংসের মধ্যে ঢুকিয়ে দেখালেন কিভাবে চামড়া ছাড়াতে হয়। এরপর তিনি মানুষের জন্য নামাজ পড়তে গিয়েছিলেন এবং ওয়াজু করেননি।","['muslim_7356', 'muslim_5404', 'muslim_3743', 'muslim_6025', 'muslim_4437']",muslim_495,"['muslim_495', 'muslim_3834', 'bukhari_429', 'muslim_483', 'muslim_3265', 'bukhari_6996', 'bukhari_205', 'muslim_3811', 'muslim_514', 'bukhari_4923']"
C0890,"তিনি বলেছেন, আমার কাছে পঞ্চাশ হাজার হাদিস আছে, কিন্তু আমি সেগুলোর মধ্যে কিছুই বলিনি। তারপর একদিন তিনি একটি হাদিস বললেন এবং বললেন, এটি সেই পঞ্চাশ হাজারের মধ্যে একটি।","['muslim_3551', 'muslim_6400', 'muslim_4275', 'muslim_526', 'muslim_5359']",bukhari_799,"['bukhari_799', 'bukhari_1044', 'bukhari_5475', 'bukhari_2134', 'bukhari_3203', 'bukhari_2033', 'bukhari_3198', 'bukhari_3690', 'bukhari_1935', 'bukhari_1583']"
C0893,"নবী মুহাম্মদ (সা.) তাঁর স্ত্রীকে বলেছেন যে, তিনি যখন ইহরাম বাঁধবেন এবং কাবা তাওয়াফ করার আগে কিছু নির্দেশনা দেবেন।","['muslim_2824', 'muslim_2831', 'muslim_2825', 'muslim_2826', 'bukhari_1754']",muslim_575,"['muslim_575', 'muslim_5848', 'bukhari_1073', 'muslim_495', 'muslim_3265', 'bukhari_5984', 'bukhari_7435', 'muslim_3514', 'muslim_6970', 'bukhari_6056']"
C0894,"নবীজি বলেছেন, শেষ সময়ে কিছু মানুষ থাকবে যারা কালো রঙে নিজেদের রাঙাবে, তাদের গন্ধ জান্নাতের মতো হবে না।","['muslim_462', 'muslim_1007', 'muslim_7319', 'muslim_6054', 'muslim_4915']",muslim_495,"['muslim_495', 'bukhari_284', 'muslim_3265', 'muslim_3862', 'muslim_4406', 'bukhari_5257', 'muslim_5694', 'muslim_3811', 'muslim_3834', 'muslim_450']"
C0895,"আল্লাহ আমাদের ইসলাম ও মুহাম্মদ (সা.) এর মাধ্যমে সমৃদ্ধ করবেন। আবু আবদুল্লাহ বলেছেন, এটি আমাদের জন্য একটি আশীর্বাদ।","['bukhari_7271', 'muslim_4418', 'muslim_6479', 'muslim_5034', 'muslim_4683']",muslim_5917,"['muslim_5917', 'muslim_6555', 'muslim_3776', 'muslim_3208', 'muslim_3557', 'muslim_7187', 'muslim_5312', 'muslim_5159', 'muslim_4591', 'muslim_6431']"
C0897,"নবী (সা.) বলেছেন, পুরুষদের উচিত অন্য পুরুষের নগ্নতা না দেখা এবং নারীদেরও অন্য নারীর নগ্নতা না দেখা। এছাড়া, পুরুষদের একসাথে একই কাপড়ে থাকা এবং নারীদেরও একইভাবে থাকা উচিত নয়।","['muslim_768', 'muslim_3442', 'muslim_769', 'muslim_3458', 'muslim_710']",muslim_575,"['muslim_575', 'bukhari_6791', 'bukhari_6505', 'muslim_6531', 'bukhari_5257', 'muslim_471', 'bukhari_1073', 'bukhari_3307', 'bukhari_158', 'muslim_4203']"
C0898,"আয়েশা বলেছেন, আমরা রাসূলুল্লাহ (সা.)-কে বেছে নিয়েছিলাম এবং তিনি আমাদের জন্য কিছু নির্ধারণ করেননি।","['muslim_3688', 'muslim_3687', 'bukhari_5262', 'muslim_3684', 'muslim_4834']",muslim_6970,"['muslim_6970', 'bukhari_1073', 'muslim_5796', 'muslim_1371', 'bukhari_6145', 'muslim_471', 'muslim_2762', 'muslim_5118', 'muslim_4866', 'muslim_3731']"
C0899,"নবী মুহাম্মদ (সা.) বলেছেন, আমাদের দুই বা তিনবার নাক পরিষ্কার করা উচিত।","['muslim_6498', 'muslim_555', 'muslim_7293', 'muslim_5337', 'muslim_940']",muslim_2133,"['muslim_2133', 'muslim_5917', 'muslim_3208', 'muslim_3776', 'muslim_986', 'muslim_4180', 'muslim_4183', 'muslim_2752', 'muslim_3639', 'muslim_3362']"
C0901,"আমি শুনেছি, রাসূলুল্লাহ (সা.) বলেছেন যে, যারা শিকারী প্রাণী বা গাধা খায়, তাদের জন্য তা হারাম। আর যদি কেউ কাউকে অতিথি হিসেবে ডাকে এবং তারা তাকে সম্মান না করে, তাহলে তার জন্য তাদের প্রতি প্রতিশোধ নেওয়ার অধিকার রয়েছে।","['muslim_4055', 'muslim_3266', 'muslim_4209', 'muslim_100', 'muslim_3269']",bukhari_4805,"['bukhari_4805', 'bukhari_1162', 'bukhari_3307', 'bukhari_6145', 'bukhari_5984', 'bukhari_1073', 'bukhari_6505', 'muslim_5796', 'bukhari_6791', 'muslim_5848']"
C0903,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, নারীদের তাদের শরীরের বিষয়ে অনুমতি নিতে হবে। যখন বলা হয় যে, কুমারী নারীরা লজ্জা পায় এবং চুপ থাকে, তিনি বলেছেন, এটি তাদের সম্মতি।","['bukhari_6946', 'muslim_3473', 'muslim_411', 'bukhari_5136', 'muslim_2798']",muslim_5248,"['muslim_5248', 'muslim_1889', 'muslim_3478', 'muslim_6837', 'muslim_6072', 'muslim_3921', 'muslim_6342', 'muslim_4942', 'muslim_5395', 'muslim_6292']"
C0904,"নবী মুহাম্মদ (সা.) বলেছেন, জিবরাইল (আ.) আমাকে বলেছিলেন যে, আমার সাহাবীদেরকে তলবীহের আওয়াজ بلند করার নির্দেশ দিতে।","['muslim_4880', 'muslim_4294', 'muslim_5513', 'muslim_415', 'muslim_1005']",muslim_6970,"['muslim_6970', 'bukhari_1073', 'muslim_6140', 'muslim_1371', 'muslim_5848', 'muslim_6162', 'muslim_3239', 'muslim_990', 'muslim_5118', 'muslim_6653']"
C0906,"নবী মুহাম্মদ (সা.) বলেছিলেন, ""হে থৌবান, আমাদের জন্য এই ভেড়ার মাংস প্রস্তুত করো।"" এরপর তিনি তা খেতে থাকেন যতক্ষণ না তারা মদিনায় পৌঁছায়।","['muslim_5110', 'muslim_5326', 'muslim_4265', 'muslim_4043', 'muslim_5705']",muslim_3731,"['muslim_3731', 'bukhari_6145', 'bukhari_3994', 'muslim_1849', 'muslim_5118', 'muslim_2762', 'muslim_6996', 'muslim_933', 'muslim_1148', 'muslim_789']"
C0910,"আমি শুনেছি যে আয়েশা বলেছেন, নবী (সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম) এ সম্পর্কে কিছু বলেছেন।","['muslim_1709', 'muslim_5468', 'muslim_3750', 'muslim_6349', 'muslim_2699']",bukhari_6145,"['bukhari_6145', 'bukhari_5984', 'muslim_6970', 'muslim_6162', 'bukhari_1162', 'muslim_6140', 'bukhari_6997', 'bukhari_6056', 'muslim_1371', 'bukhari_1073']"
C0911,"হুযায়ফা বলেছেন, মাওয়ান যখন মদিনায় ইমামতি করতেন, তখন তিনি নামাজের সময় আল্লাহর কাছে বড় করে তাকবির বলতেন এবং রুকু ও সিজদার সময়ও তাকবির দিতেন। নামাজ শেষ করার পর তিনি মসজিদের লোকদের বলেছিলেন, আমি রাসূলুল্লাহর নামাজের সাথে খুব মিল আছে।","['bukhari_789', 'bukhari_803', 'muslim_868', 'muslim_2091', 'muslim_870']",muslim_495,"['muslim_495', 'muslim_514', 'bukhari_284', 'bukhari_3638', 'bukhari_3322', 'muslim_6746', 'muslim_483', 'muslim_1985', 'muslim_434', 'muslim_3876']"
C0912,"নবী সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম বলেছেন, তিনি মসজিদের কিবলার দিকে থুথু দেখতে পেয়েছিলেন। তিনি এ সম্পর্কে আলোচনা করেছেন যে, এটি মালিকের কথার সাথে সম্পর্কিত।","['muslim_1224', 'muslim_1225', 'bukhari_407', 'muslim_1228', 'bukhari_753']",muslim_6012,"['muslim_6012', 'muslim_1832', 'muslim_3208', 'muslim_6292', 'bukhari_2290', 'muslim_1889', 'muslim_3639', 'bukhari_3994', 'muslim_6794', 'muslim_6301']"
C0915,"নবী (সা.) বলেছেন, যে ব্যক্তি তার ভাইকে কাফের বলে ডাকে, সে উভয়েই এর জন্য দায়ী হয়।","['bukhari_6104', 'muslim_216', 'bukhari_6103', 'muslim_215', 'muslim_4189']",muslim_6970,"['muslim_6970', 'muslim_4866', 'muslim_471', 'muslim_6429', 'bukhari_6145', 'bukhari_6791', 'muslim_1371', 'muslim_6996', 'muslim_848', 'muslim_7130']"
C0916,"আমি শুনেছি, আয়েশা রাদিয়াল্লাহু আনহা বলেছেন যে, নবী সাল্লাল্লাহু আলাইহি ওয়া সাল্লাম এ সম্পর্কে কথা বলেছেন।","['muslim_569', 'muslim_567', 'muslim_2912', 'muslim_2939', 'muslim_2830']",muslim_495,"['muslim_495', 'bukhari_6996', 'muslim_434', 'bukhari_444', 'muslim_483', 'bukhari_297', 'muslim_3539', 'bukhari_5984', 'bukhari_643', 'bukhari_3595.2']"
C0917,"রাসূলুল্লাহ (সা.) বলেছেন, যদি আপনি কোনো হারানো জিনিস পান, তাহলে এক বছর ধরে তার পরিচয় জানার চেষ্টা করুন। যদি তার মালিক ফিরে আসে, তাহলে তাকে ফিরিয়ে দিন, আর যদি না আসে, তাহলে সেটি আপনার হয়ে যাবে।","['muslim_4499', 'muslim_4498', 'muslim_4506', 'muslim_4502', 'muslim_4501']",muslim_4866,"['muslim_4866', 'bukhari_6791', 'muslim_3540', 'muslim_6794', 'bukhari_6145', 'muslim_1849', 'muslim_1845', 'muslim_7071', 'muslim_471', 'muslim_6429']"
C0919,"আয়েশা বলেছেন, তিনি দুইটি বৃদ্ধা ইহুদি মহিলার সাথে কথা বলেছেন, যারা বলেছিলেন যে কবরের মানুষরা কবরের মধ্যে শাস্তি ভোগ করছে। পরে তিনি রাসূলুল্লাহ (সা.)-এর কাছে গিয়ে এই কথা বললে, তিনি তা সত্য বলে স্বীকার করেন এবং বলেন যে, কবরের শাস্তি এমন যে, তা পশুরাও শুনতে পায়।","['muslim_1321', 'bukhari_6366', 'muslim_1319', 'muslim_2098', 'muslim_6657']",muslim_495,"['muslim_495', 'muslim_3834', 'bukhari_4545', 'muslim_1279', 'muslim_1985', 'muslim_483', 'bukhari_5257', 'bukhari_4923', 'muslim_450', 'muslim_6531']"
C0920,"আমি শুনেছি, হজের সময় রাসূলুল্লাহ (সা.) মিনা তে নামাজ পড়ছিলেন, তখন এক ব্যক্তি একটি গাধায় চড়ে আসেন এবং গাধাটি কিছুক্ষণ নামাজের সামনে দিয়ে চলে যায়। পরে তিনি গাধা থেকে নেমে এসে মানুষের সাথে নামাজে দাঁড়ান।","['muslim_1125', 'bukhari_4412', 'bukhari_1857', 'bukhari_861', 'bukhari_493']",bukhari_4545,"['bukhari_4545', 'muslim_6746', 'muslim_495', 'muslim_1985', 'bukhari_342', 'muslim_3834', 'bukhari_3322', 'muslim_483', 'muslim_3671', 'muslim_450']"
C0921,"একজন ব্যক্তি নবী (সা.)-কে জিজ্ঞেস করেছিলেন, কবে কিয়ামত হবে। নবী (সা.) জবাব দিলেন, তুমি কিয়ামতের জন্য কী প্রস্তুতি নিয়েছ? তিনি বললেন, আমি বেশি নামাজ, রোজা বা দান-খয়রাত করিনি, তবে আমি আল্লাহ ও তাঁর রাসূলকে ভালোবাসি। নবী (সা.) বললেন, তুমি যাদের ভালোবাসো, তাদের সাথে থাকবে।","['muslim_6715', 'bukhari_6171', 'muslim_6710', 'bukhari_7153', 'muslim_6713']",bukhari_4545,"['bukhari_4545', 'bukhari_3322', 'muslim_483', 'muslim_1985', 'muslim_434', 'bukhari_1950', 'bukhari_254', 'bukhari_297', 'bukhari_7395', 'bukhari_1923']"
C0928,"নবী (সা.) বলেছেন, শুধু দুটি ক্ষেত্রে হিংসা করা উচিত। এক, যে ব্যক্তি আল্লাহর কোরআন পেয়েছে এবং রাত-দিন তা পাঠ করে। আর দুই, যে ব্যক্তি আল্লাহর দানকৃত সম্পদ পেয়েছে এবং রাত-দিন তা ব্যয় করে।","['muslim_1895', 'bukhari_7529', 'muslim_1894', 'bukhari_7528', 'bukhari_5025']",muslim_5917,"['muslim_5917', 'muslim_2559', 'muslim_3557', 'muslim_4591', 'muslim_3622', 'muslim_4187', 'muslim_3782', 'muslim_3776', 'muslim_7187', 'muslim_5312']"
C0930,"একজন বলেছেন, রাসূলুল্লাহ (সা.)-এর পর আর কেউ তাঁর চেয়ে উত্তম নয়।","['muslim_7503', 'muslim_7502', 'muslim_6101', 'muslim_6300', 'muslim_942']",muslim_3208,"['muslim_3208', 'muslim_2752', 'muslim_2751', 'bukhari_3994', 'muslim_6292', 'muslim_789', 'muslim_6177', 'muslim_3981', 'muslim_4850', 'muslim_5917']"
C0931,"আমি শুনেছি যে, রাসূলুল্লাহ (সা.) আমাদের সাথে নামাজ পড়িয়েছিলেন এবং তিনি ""বিসমিল্লাহির রাহমানির রাহিম"" পাঠ করেননি। এছাড়া আবু বকর ও উমর (রা.)-ও আমাদের সাথে নামাজ পড়ালেন, কিন্তু তাদের কাছ থেকেও আমরা এটি শুনতে পাইনি।","['muslim_890', 'muslim_4632', 'muslim_892', 'muslim_929', 'muslim_1024']",bukhari_4545,"['bukhari_4545', 'muslim_3834', 'muslim_3811', 'bukhari_3322', 'muslim_1279', 'muslim_495', 'muslim_3265', 'muslim_514', 'muslim_483', 'muslim_434']"
